feature,log2FC,padj,Expression
331.85584_1.1348,-0.021193256916643862,0.884753917852418,Not significant
305.93112_1.136,0.0989354249769164,0.4222240539506408,Not significant
289.03249_1.1391,0.09498655235206081,0.8302682896181248,Not significant
182.99063_1.1368,-0.2407777897491372,0.09996650540446397,Not significant
311.89709_1.1392,0.2202629276160698,0.08425486117978284,Not significant
241.01151_1.1488,0.6953958177898827,0.003159965441453095,Not significant
129.0191_0.9357,0.5367025705057691,0.2827366728385045,Not significant
110.98504_1.1649,0.20138664979794474,0.22757568587116092,Not significant
173.05787_1.1602,0.12902308866779805,0.5321716607440475,Not significant
185.02156_1.1762,2.321610193482121,0.2414890880716489,Not significant
275.84455_1.1713,0.5085330718503343,0.6358774907893777,Not significant
277.84159_1.1713,0.48045165745852886,0.6689676392760426,Not significant
288.07183_1.1775,0.666805108437898,0.4420185459612871,Not significant
285.87335_1.1781,0.60709134163679,0.5050366262257525,Not significant
323.02798_1.1905,0.5793391436834248,1.2552200565627404e-5,Not significant
270.0378_1.2036,0.2778888987303004,0.12228833287371976,Not significant
334.89946_1.1974,0.006747860404636717,0.9914169016636798,Not significant
174.8389_1.2036,-0.890198236501999,0.19842167135528135,Not significant
172.84188_1.203,-0.9243310995886769,0.15329437858098344,Not significant
172.0611_1.2036,-0.005921352537496057,0.9592959184442427,Not significant
260.02491_1.1504,-0.11323243215818962,0.7793060620537382,Not significant
281.96108_1.2042,-0.49813021852121603,0.021523582395227826,Not significant
154.89813_1.2006,-13.07125039962146,0.10262811702453802,Not significant
439.6832_1.2005,-0.26524378214349004,0.21620129756930068,Not significant
176.83599_1.1981,-11.828832594108144,0.4420185459612871,Not significant
230.01948_1.2055,-0.11586613098890397,0.3864388461373936,Not significant
174.06481_1.2061,0.0304553714380592,0.7797442963010588,Not significant
344.92806_1.2073,0.09479152574850332,0.517337389096865,Not significant
171.98795_1.2061,-0.07208828996831383,0.6927606669067775,Not significant
232.01679_1.2018,-0.03420180229509629,0.8068097000047173,Not significant
441.68016_1.2023,-0.16190975582477912,0.2895088224140773,Not significant
443.6772_1.2042,-0.1690161168615782,0.29058728281839513,Not significant
332.90248_1.1993,0.19098985148387235,0.6031982966482023,Not significant
445.67422_1.203,-0.26319753116186106,0.25316236317684837,Not significant
342.93108_1.2086,0.05172985899249083,0.65764215240897,Not significant
336.89648_1.2018,0.35198760573923354,0.17303323132336038,Not significant
411.65198_1.2086,0.45517917434134436,0.02386720708657129,Not significant
437.68635_1.2061,-0.30400299918208906,0.17022572080303175,Not significant
413.64903_1.208,0.4966694682120491,0.00934977990925005,Not significant
418.60442_1.2117,-0.195143383974417,0.4420185459612871,Not significant
416.60747_1.2142,0.01677016225218833,0.8902993004338843,Not significant
